model_name,grain,group_key,horizon,n_folds,mean_mae,mean_rmse,per_fold_mae,per_fold_rmse
ElasticNetForecaster,category,,30,0,,,[],[]
ElasticNetForecaster,category,,7,0,,,[],[]
ElasticNetForecaster,category,,14,0,,,[],[]
ElasticNetForecaster,category,,30,0,,,[],[]
ElasticNetForecaster,category,,7,0,,,[],[]
ElasticNetForecaster,category,,14,0,,,[],[]
ElasticNetForecaster,category,,30,0,,,[],[]
ElasticNetForecaster,category,,7,0,,,[],[]
ElasticNetForecaster,category,,14,0,,,[],[]
ElasticNetForecaster,category,,30,0,,,[],[]
ElasticNetForecaster,category,,7,0,,,[],[]
ElasticNetForecaster,category,,14,0,,,[],[]
ElasticNetForecaster,category,,30,0,,,[],[]
ElasticNetForecaster,category,,7,0,,,[],[]
ElasticNetForecaster,category,,14,0,,,[],[]
ElasticNetForecaster,category,,30,0,,,[],[]
ElasticNetForecaster,category,,7,0,,,[],[]
ElasticNetForecaster,category,,14,0,,,[],[]
ElasticNetForecaster,category,,30,0,,,[],[]
ElasticNetForecaster,category,,7,0,,,[],[]
ElasticNetForecaster,category,,14,0,,,[],[]
ElasticNetForecaster,category,,30,0,,,[],[]
ElasticNetForecaster,category,,7,0,,,[],[]
ElasticNetForecaster,category,,14,0,,,[],[]
ElasticNetForecaster,category,,30,0,,,[],[]
ElasticNetForecaster,category,,7,0,,,[],[]
ElasticNetForecaster,category,,14,0,,,[],[]
ElasticNetForecaster,category,,30,0,,,[],[]
ElasticNetForecaster,category,,7,0,,,[],[]
ElasticNetForecaster,category,,14,0,,,[],[]
ElasticNetForecaster,category,,30,0,,,[],[]
